idnumber,title,artistcalc,datemade,materials,measurement
2005.14.266.12,contact sheet (Dollhouse of the Future folder),Ant Farm,1973,"black-and-white contact sheet, three copies",8 x 10 in.
2005.14.266.13,contact sheet (Dollhouse of the Future folder),Ant Farm,1973,contact sheet with red marker,8 x 10 in.
2005.14.266.14,photograph (Dollhouse of the Future folder),Ant Farm,1973,black-and-white photograph,8 x 10 in.
2005.14.266.15,photograph (Dollhouse of the Future folder),Ant Farm,1973,black-and-white photograph,10 x 8 in.
2005.14.266.16,photograph (Dollhouse of the Future folder),Ant Farm,1973,three black-and-white photographs glued together,15 x 9 3/8 (irreg.) in.
2005.14.266.17,Our Doll House Kohoutek (Dollhouse of the Future folder),Ant Farm,1973,"color photograph on offset lithography, two-sided",7 5/8 x 8 1/2 in.
2005.14.266.18,Epoxy Nuts On (Dollhouse of the Future folder),Ant Farm,1973,"ink on lined paper, three-hole punched",11 x 8 1/2 in.
2005.14.266.19,Steel Stand Ant Farm 788-1424 (Dollhouse of the Future folder),Ant Farm,1973,blueprint,22 x 32 1/2 (irreg.) in.
2005.14.267,Cadillac Ranch Scrapbook,Ant Farm,1974-2004,Cardboard box with Cadillac ranch postcard glued on,12 x 9 x 2 1/4 in.
2005.14.267.1,Cadillac Ranch Scrapbook (Image Contract Only),Ant Farm,1974-1994,"Photocopied pages with mylar cover, plastic bound",11 1/8 x 9 in.
2005.14.267.2,Cadillac Ranch Scrapbook (Image Contract Only),Ant Farm,1974,"Photocopied pages with mylar cover, plastic bound (2 copies)",11 1/8 x 8 7/8 in.
2005.14.267.3,Cadillac Ranch Scrapbook (press clippings -- 2001 master),Ant Farm,1974-2001,loose photocopied sheets with day-glo orange cover sheet (all in plastic bag),11 x 8 1/2 x 1 in.
2005.14.267.4,Cadillac Ranch Scrapbook (stickers),Ant Farm,1974-2001,strip of 49 black-and-white circular stickers,55 x 2 5/8 in.
2005.14.268.1,Correspondence from Ant Farm to Stanley Marsh 3 (postcard from Chip to Stanley),Ant Farm,1973,"marker, ink, and rubber stamp on postcard",3 1/2 x 5 1/2 in.
2005.14.268.2,Correspondence from Ant Farm to Stanley Marsh 3 (postcard from Chip to Stanley),Ant Farm,1970s,marker and rubber stamp on postcard,3 1/2 x 5 1/2 in.
2005.14.268.3,Correspondence from Ant Farm to Stanley Marsh 3 (postcard from Doug to Stanley),Ant Farm,1970s,"marker, ink, and rubber stamp on postcard",3 1/2 x 5 1/2 in.
2005.14.268.4.a-b,Correspondence from Ant Farm to Stanley Marsh 3 (letter from Chip to Stanley),Ant Farm,1974,"typewritten text, marker, and rubber stamp on stationery, 2 pages",11 x 8 1/2 in.
2005.14.268.5,Correspondence from Ant Farm to Stanley Marsh 3 (letter from Chip to Stanley),Ant Farm,1974,"typewritten text, rubber stamp, and marker on stationery",11 x 8 1/2 in.
2005.14.268.6,Correspondence from Ant Farm to Stanley Marsh 3 (letter from Chip to Stanley),Ant Farm,1975,"typewritten text, rubber stamp, marker, and colored pencil on stationery",11 x 8 1/2 in.
2005.14.268.7,Correspondence from Ant Farm to Stanley Marsh 3 (letter from Easy Jack/Uncle Buddie to Stanley),Ant Farm,1975,typewritten text and rubber stamp on stationery,11 x 8 1/2 in.
2005.14.268.8,Correspondence from Ant Farm to Stanley Marsh 3 (letter from Melba Knowles to Chip),Ant Farm,2004,ink on stationery,11 x 8 1/2 in.
2005.14.268.9,"Correspondence from Ant Farm to Stanley Marsh 3 (newspaper article: Persona, edited by Nancy Frizelle)",Ant Farm,1973,"offset lithography on newsprint, with sticker",16 1/2 x 11 3/8 in.
2005.14.268.10,Correspondence from Ant Farm to Stanley Marsh 3 (letter from Doug to Stanley),Ant Farm,1973,holographic letter: marker and rubber stamp on stationery,11 x 8 1/2 in.
2005.14.268.11,Correspondence from Ant Farm to Stanley Marsh 3 (memorandum on National Media Archives stationery),Ant Farm,1973,typewritten text and offset lithography on graph paper,11 x 8 1/2 in.
2005.14.268.12,Correspondence from Ant Farm to Stanley Marsh 3 (letter to Stanley from Doug),Ant Farm,1973,"Offset litho, marker, and rubber stamp on American Airlines stationery",10 x 7 1/4 in.
2005.14.268.13,Correspondence from Ant Farm to Stanley Marsh 3 (letter from Chip to Stanley and Wendy),Ant Farm,1970s,"Typewritten text, marker, and ink on stationery",11 x 8 1/2 in.
2005.14.268.14,Correspondence from Ant Farm to Stanley Marsh 3 (envelope addressed to Stanley),Ant Farm,1974,"sticker, rubber stamp, and marker on envelope",4 3/16 x 9 1/2 in.
2005.14.268.15,Correspondence from Ant Farm to Stanley Marsh 3 (envelope addressed to Stanley),Ant Farm,1975,"sticker, rubber stamp, and ink on envelope",4 1/4 x 9 1/2 in.
2005.14.268.16,Correspondence from Ant Farm to Stanley Marsh 3 (envelope addressed to Stanley),Ant Farm,1974,"Offset litho, rubber stamp, and marker on envelope",10 x 13 in.
2005.14.269.1,Cadillac Ranch / correspondence from Ant Farm Stanley Marsh 3 collection (letter and reply),Ant Farm,1974,"photocopies (2 pages, stapled), and envelope",11 x 8 1/2 in.
2005.14.269.2,Cadillac Ranch / correspondence from Ant Farm Stanley Marsh 3 collection (roadside advertisement plan),Ant Farm,1974,"collage with marker, ink, and colored pencil, on offset litho with rubber stamp (2-sided)",10 1/2 x 8 1/4 in.
2005.14.269.3,Cadillac Ranch / correspondence from Ant Farm Stanley Marsh 3 collection (letter from Chip to Stanley),Ant Farm,1974,"typewritten text, correction fluid and marker on stationery",11 x 8 1/2 in.
2005.14.269.4,"Cadillac Ranch / correspondence from Ant Farm Stanley Marsh 3 collection (letter from Hudson, Chuck, and Doug to Huds)",Ant Farm,1974,"typewritten text, marker, and ink on stationery, 3-hole punched",11 x 8 1/2 in.
2005.14.269.5,Cadillac Ranch / correspondence from Ant Farm Stanley Marsh 3 collection (t-shirt design),Ant Farm,1979,"carbon copy, 2 copies",10 3/4 x 14 3/8 in.
2005.14.269.6,Cadillac Ranch / correspondence from Ant Farm Stanley Marsh 3 collection (letter from Chip to Stanley),Ant Farm,1979,photocopy,11 x 8 1/2 in.
2005.14.269.7,Cadillac Ranch / correspondence from Ant Farm Stanley Marsh 3 collection (letter from Stanley to Chip),Ant Farm,1979,"typewritten text on stationery, 2 pages",11 x 8 1/2 in.
2005.14.269.8,Cadillac Ranch / correspondence from Ant Farm Stanley Marsh 3 collection (Freedomland letter from Doug to Stanley),Ant Farm,1974,"typewritten text and sticker on stationery, 3 pages",11 x 8 1/2 in.
2005.14.269.9,Cadillac Ranch / correspondence from Ant Farm Stanley Marsh 3 collection (Freedomland cost estimate),Ant Farm,1974,"photocopies, 7 pages, stapled",11 x 8 1/2 in.
2005.14.269.10,Cadillac Ranch / correspondence from Ant Farm Stanley Marsh 3 collection (envelope addressed to Stanley),Ant Farm,1974,Marker and rubber stamp on envelope,4 1/8 x 9 1/2 in.
2005.14.269.11,Cadillac Ranch / correspondence from Ant Farm Stanley Marsh 3 collection (envelope addressed to Stanley),Ant Farm,1970,Marker and rubber stamp on envelope,4 1/8 x 9 1/2 in.
2005.14.270.1,Cadillac Ranch (field),Ant Farm,1974,black-and-white photo mounted on board,8 5/16 x 12 3/16 in.
2005.14.270.2,"Cadillac Ranch (Doug Michels, Roger Dainton, worker, and Chip Lord)",Ant Farm,1974,black-and-white photo mounted on board,9 1/16 x 12 5/8 in.
2005.14.270.3,Cadillac Ranch (picture of Cadillac),Ant Farm,1974,black-and-white photo mounted on board,12 5/8 x 9 3/16 in.
2005.14.270.4,Cadillac Ranch (picture of Cadillac),Ant Farm,1974,black-and-white photo mounted on board,12 13/16 x 9 in.
2005.14.270.5,Cadillac Ranch (picture of Cadillac),Ant Farm,1974,black-and-white photo mounted on board,12 3/4 x 9 3/16 in.
2005.14.270.6,Cadillac Ranch (Doug Michels and Chip Lord with 1959 Cadillac that was not buried but appears in the video),Ant Farm,1974,black-and-white photo mounted on board,8 13/16 x 13 3/16 in.
2005.14.270.7,Cadillac Ranch (Stanley Marsh 3 + Stanley Marsh 4 at installation),Ant Farm,1974,black-and-white photo mounted on board,9 7/8 x 11 3/8 in.
2005.14.270.8,Cadillac Ranch (Stanley Marsh 3 during filming of The Cadillac Ranch Show),Ant Farm,1974,black-and-white photo mounted on board,12 5/8 x 10 5/16 in.
2005.14.270.9,Cadillac Ranch (Chip at opening),Ant Farm,1974,black-and-white photo mounted on board,12 5/16 x 10 1/4 in.
2005.14.270.10,Cadillac Ranch (cars),Ant Farm,1974,black-and-white photo mounted on board,9 7/8 x 12 7/8 in.
2005.14.271.1,Cadillac Ranch correspondence (telegram),Ant Farm,1974,telegram,5 1/2 x 8 1/2 in.
2005.14.271.2,Cadillac Ranch correspondence (letter to Stanley to Chip),Ant Farm,1974,typewritten text with ink on stationery,11 x 8 1/2 in.
2005.14.271.3,Cadillac Ranch correspondence (letter to Stanley to Amarillo Globe News),Ant Farm,1974,rubber stamp and marker on photocopy,11 x 8 1/2 in.
2005.14.271.4,Cadillac Ranch correspondence (letter to Stanley to Harley Earl),Ant Farm,1974,photocopy,11 x 8 1/2 in.
2005.14.271.5,Cadillac Ranch correspondence (letter from Chip to Curtech),Ant Farm,1974,"1 holographic letter, 2 holographic postcards, and a Polaroid in envelope",4 1/4 x 9 1/2 in.
2005.14.271.6,Cadillac Ranch correspondence (letter from Bill Knight to Doug),Ant Farm,1974,holographic letter: ink on paper,8 1/2 x 5 1/2 in.
2005.14.271.7,Cadillac Ranch correspondence (letter from John Paul Rhinehart),Ant Farm,1974,typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.271.8,Cadillac Ranch correspondence (letter from Hugh Russell to Ant Farm),Ant Farm,1974,"typewritten text and ink on stationery, with Polaroid stapled",11 x 8 1/2 in.
2005.14.271.9,Cadillac Ranch correspondence (letter from Bonnie Martini to Doug),Ant Farm,1974,typewritten text and ink on embossed stationery,8 1/2 x 5 1/2 in.
2005.14.271.10,Cadillac Ranch correspondence (letter from D. R. to Ant Farm),Ant Farm,1974,typewritten text and ink on paper,10 3/8 x 3 3/4 in.
2005.14.271.11,Cadillac Ranch correspondence (letter from Leo Wyoming to Charles Kuralt),Ant Farm,1974,photocopy,11 x 8 1/2 in.
2005.14.271.12.a,Cadillac Ranch correspondence (letter from Stanley to Chip),Ant Farm,1974,"typewritten text and marker on stationery, 1 page of 2",11 x 8 1/2 in.
2005.14.271.12.b,Cadillac Ranch correspondence (letter from Stanley to Chip),Ant Farm,1974,"typewritten text and marker on stationery, page 2 of 2",11 x 8 1/2 in.
2005.14.271.13,Cadillac Ranch correspondence (letter from Chip Lord to Gregory Curtis),Ant Farm,1974,photocopy,11 x 8 1/2 in.
2005.14.271.14,Cadillac Ranch correspondence (letter from Gregory Curtis to Chip Lord),Ant Farm,1974,Typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.271.15,Cadillac Ranch correspondence (letter from Tim Taggart to the Ant Farm),Ant Farm,1974,Typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.271.16,Cadillac Ranch correspondence (letter from Stanley to Uncle Buddie),Ant Farm,1974,Marker and rubber stamp on photocopy,11 x 8 1/2 in.
2005.14.271.17,Cadillac Ranch correspondence (letter from Tom Moore to Chip),Ant Farm,1974,Typewritten text and marker on stationery,8 1/2 x 5 1/2 in.
2005.14.271.18,Cadillac Ranch correspondence (letter from Julie to Doug),Ant Farm,1975,Typewritten text and ink on stationery,8 1/2 x 5 1/2 in.
2005.14.271.19,Cadillac Ranch correspondence (letter from G.T. to Chip),Ant Farm,1975,holographic letter: marker and rubber stamp on stationery,8 1/2 x 5 1/2 in.
2005.14.271.20,Cadillac Ranch correspondence (letter from Natalie Goodman to Doug),Ant Farm,1975,typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.271.21,Cadillac Ranch correspondence (letter from Chip to James J. Brady),Ant Farm,1975,photocopy,11 x 8 1/2 in.
2005.14.271.22,Cadillac Ranch correspondence (letter from Henry P. Glass to Chip),Ant Farm,1975,typewritten text and ink on embossed stationery,11 x 8 1/2 in.
2005.14.271.23,Cadillac Ranch correspondence (letter from Henry P. Glass to Chip),Ant Farm,1975,typewritten text and ink on embossed stationery,11 x 8 1/2 in.
2005.14.271.24,Cadillac Ranch correspondence (budget),Ant Farm,1974-1975,photocopy,11 x 8 1/2 in.
2005.14.271.25,Cadillac Ranch correspondence (letter from Doug to the Tonight Show),Ant Farm,1974-1975,"typewritten text, marker, rubber stamp, and sticker on stationery",11 x 8 1/2 in.
2005.14.271.26,Cadillac Ranch correspondence (letter from Mr. Michael Meyers to Tonight Show viewer),Ant Farm,1974-1975,typewritten text and ink on stationery,11 x 8 1/2 in.
2005.14.271.27,Cadillac Ranch correspondence (fax about the cadillac ranch),Ant Farm,1974-1975,"typewritten text, White-out, and rubber stamp on stationery",11 x 8 1/2 in.
2005.14.271.28,Cadillac Ranch correspondence (letter from W to Mr. Farm),Ant Farm,1974-1975,"holographic letter: ink on lined paper, 3-hole punch",11 x 8 1/2 in.
2005.14.271.29,Cadillac Ranch correspondence (letter from Harley Earl Jr. to Ant Farm),Ant Farm,1974-1975,"holographic letter: ink, typewritten text, and rubber stamp on paper",11 x 8 1/2 in.
2005.14.271.30,Cadillac Ranch correspondence (letter from Nancy to Chip),Ant Farm,1974-1975,holographic letter: ink and marker on stationery,11 x 8 1/2 in.
2005.14.271.31,Cadillac Ranch correspondence (untitled),Ant Farm,1974-1975,collage,9 1/8 x 8 1/2 in.
2005.14.272.1,Cadillac Ranch miscellaneous (note from L. E. Wilkinson),Ant Farm,1974-1975,holographic note: ink on paper,4 1/8 x 8 in.
2005.14.272.2,Cadillac Ranch miscellaneous (Texas certificate of title),Ant Farm,1974,typewritten text on certificate,3 3/4 x 8 in.
2005.14.272.3,Cadillac Ranch miscellaneous (transfer motor vehicle form),Ant Farm,1974,ink on embossed form,8 1/2 x 5 1/2 in.
2005.14.272.4,Cadillac Ranch miscellaneous (certificate of registration),Ant Farm,1974,typewritten text on certificate,3 5/8 x 7 3/8 in.
2005.14.272.5,Cadillac Ranch miscellaneous (certificate of title),Ant Farm,1972,photocopy,5 1/2 x 7 1/2 in.
2005.14.272.6,Cadillac Ranch miscellaneous (agreement and bill of sale),Ant Farm,1974,Ink and carbon on pink paper form,10 1/4 x 8 1/2 in.
2005.14.272.7,Cadillac Ranch miscellaneous (Image Contract),Ant Farm,1974,typewritten text on stationery,11 x 8 1/2 in.
2005.14.272.8,Cadillac Ranch miscellaneous (Guggenheim envelope addressed to Chip Lord),Ant Farm,1974,"ink, graphite, and rubber stamp on envelope",4 1/2 x 9 1/2 in.
2005.14.272.9,Cadillac Ranch miscellaneous (letter  from Hudson to Chip),Ant Farm,1988,holographic letter: ink and marker on graph paper,9 3/4 x 7 1/2 in.
2005.14.272.10,Cadillac Ranch miscellaneous (letter from Swami to Chip),Ant Farm,n.d.,"holographic letter: ink, crayon, and marker on stationery",11 x 8 1/2 in.
2005.14.272.11,Cadillac Ranch miscellaneous (letter from Hudson to Chip),Ant Farm,1997,holographic letter: marker and ink on paper,11 x 8 1/2 in.
2005.14.273.1,Cadillac Ranch photographs (Doug and Chip on television show),Ant Farm,1974,color photograph,2 3/8 x 3 1/2 in.
2005.14.273.2,Cadillac Ranch photographs (Doug and man shaking hands with Stanley Marsh 3 in background),Ant Farm,1974,Polaroid,4 1/4 x 3 1/2 in.
2005.14.273.3,Cadillac Ranch photographs (Chip Lord looking for Cadillacs),Ant Farm,1974,Polaroid,4 1/4 x 3 1/2 in.
2005.14.273.4,Cadillac Ranch photographs (Cadillac),Ant Farm,1974,Polaroid,4 1/4 x 3 1/2 in.
2005.14.273.5,Cadillac Ranch photographs (back of Cadillac),Ant Farm,1974,Polaroid,4 1/4 x 3 1/2 in.
2005.14.273.6,Cadillac Ranch photographs (buried Cadillac),Ant Farm,1974,Polaroid,4 1/4 x 3 1/2 in.
2005.14.273.7,Cadillac Ranch photographs (back of Cadillac),Ant Farm,1974,Polaroid,4 1/4 x 3 1/2 in.
2005.14.273.8,Cadillac Ranch photographs (Chip looking for Cadillacs),Ant Farm,1974,Polaroid,4 1/4 x 3 1/2 in.
2005.14.273.9,Cadillac Ranch photographs (Chip looking for Cadillacs),Ant Farm,1974,Polaroid,4 1/4 x 3 1/2 in.
2005.14.273.10,Cadillac Ranch photographs (Cadillacs),Ant Farm,1974,Polaroid,4 1/4 x 3 1/2 in.
2005.14.273.11,Cadillac Ranch photographs (Cadillac being buried),Ant Farm,1974,Polaroid,4 1/4 x 3 1/2 in.
2005.14.273.12,Cadillac Ranch photographs (Chip),Ant Farm,1974,Polaroid,4 1/4 x 3 1/2 in.
2005.14.273.13,Cadillac Ranch photographs (Cadillac timeline),Ant Farm,1974,Polaroid,4 1/4 x 3 1/2 in.
2005.14.273.14,Cadillac Ranch photographs (opening),Ant Farm,1974,Polaroid,4 1/4 x 3 1/2 in.
2005.14.273.15,Cadillac Ranch photographs (Cadillac being buried),Ant Farm,1974,Color photograph,3 1/2 x 4 1/4 in.
2005.14.273.16,Cadillac Ranch photographs (opening),Ant Farm,1974,Color photograph (2 copies),3 1/8 x 4 5/8 in.
2005.14.273.17,Cadillac Ranch photographs (installation view),Ant Farm,1974,Color photograph,3 1/2 x 4 7/8 in.
2005.14.273.18,Cadillac Ranch photographs (installation view),Ant Farm,1974,Color photograph,3 1/2 x 4 7/8 in.
2005.14.273.19,Cadillac Ranch photographs (picture of worker),Ant Farm,1974,Color photograph,4 15/16 x 3 1/2 in.
2005.14.273.20,Cadillac Ranch photographs (Doug with Cadillac),Ant Farm,1974,Color photograph,3 1/2 x 4 15/16 in.
2005.14.273.21,Cadillac Ranch photographs (Chip looking for Cadillacs),Ant Farm,1974,Color photograph,3 1/2 x 4 15/16 in.
2005.14.273.22,Cadillac Ranch photographs (Cadillac),Ant Farm,1974,Color photograph,3 1/2 x 4 15/16 in.
2005.14.273.23,Cadillac Ranch photographs (Chip looking for Cadillacs),Ant Farm,1974,color photograph,3 1/2 x 4 15/16 in.
2005.14.273.24,Cadillac Ranch photographs (Doug spraying Cadillac),Ant Farm,1974,Color photograph,3 1/2 x 4 15/16 in.
2005.14.273.25,Cadillac Ranch photographs (installation in progress),Ant Farm,1974,Color photograph,5 x 8 1/4 in.
2005.14.273.26,Cadillac Ranch photographs (installation view),Ant Farm,1974,Color photograph,5 x 7 in.
2005.14.273.27,Cadillac Ranch photographs (Chip looking for Cadillacs),Ant Farm,1974,color photograph,5 x 8 3/8 in.
2005.14.273.28,Cadillac Ranch photographs (installation view),Ant Farm,1974,Color photograph,5 x 7 in.
2005.14.273.29,Cadillac Ranch photographs (installation view),Ant Farm,1981,black-and-white photograph,5 x 7 in.
2005.14.273.30,Cadillac Ranch photographs (restoration in progress),Ant Farm,2002,color photograph,5 x 7 in.
2005.14.273.31,Cadillac Ranch photographs (restoration in progress),Ant Farm,2002,color photograph,5 x 7 in.
2005.14.273.32,Cadillac Ranch photographs (restoration in progress),Ant Farm,2002,color photograph,5 x 7 in.
2005.14.273.33,Cadillac Ranch photographs (restoration in progress),Ant Farm,2002,color photograph,5 x 7 in.
2005.14.273.34,Cadillac Ranch photographs (restoration in progress),Ant Farm,2002,color photograph,5 x 7 in.
2005.14.273.35,Cadillac Ranch photographs (installation view),Ant Farm,1974,color photograph pasted on paper,5 x 8 in.
2005.14.273.36,Cadillac Ranch photographs,Ant Farm,1974,two Polaroids on paper,5 1/8 x 8 1/2 in.
2005.14.273.37,Cadillac Ranch photographs,Ant Farm,1974,4 color photographs taped together,3 1/2 x 19 13/16 in.
2005.14.273.38,Cadillac Ranch photographs (man working tractor),Ant Farm,1974,7 color photographs taped together,5 x 24 3/8 in.
2005.14.273.39,Cadillac Ranch photographs (installation),Ant Farm,1981/2004,black-and-white photograph,8 x 10 in.
2005.14.273.40,Cadillac Ranch photographs (Cadillac with hat),Ant Farm,1974,black-and-white photograph,10 x 8 in.
2005.14.273.41,Cadillac Ranch photographs (installation in progress),Ant Farm,1974,black-and-white photograph,8 x 10 in.
2005.14.273.42,Cadillac Ranch photographs (Chip at opening),Ant Farm,1974,black-and-white photograph,9 3/8 x 6 5/8 in.
2005.14.273.43,Cadillac Ranch photographs (promotional picture of Cadillac),Ant Farm,1950s,black-and-white photograph,7 x 10 in.
2005.14.273.44,Cadillac Ranch photographs (installation in progress with Chip),Ant Farm,1974,black-and-white photograph,10 x 9 1/4 in.
2005.14.273.45,Cadillac Ranch photographs (Cadillacs),Ant Farm,1974,black-and-white photograph,8 x 10 in.
2005.14.273.46,Cadillac Ranch photographs (opening),Ant Farm,1974,black-and-white photograph,8 x 10 in.
2005.14.273.47,Cadillac Ranch photographs (installation view),Ant Farm,1974,black-and-white photograph,10 x 8 in.
2005.14.273.48,Cadillac Ranch photographs (installation view),Ant Farm,1976,black-and-white photograph,8 x 10 in.
2005.14.273.49,Cadillac Ranch photographs (installation view),Ant Farm,1976,6 color photographs taped together,10 3/8 x 9 7/8 in.
2005.14.273.50,Cadillac Ranch photographs (installation view),Ant Farm,197,Color photograph,8 1/2 x 11 in.
2005.14.274.1,Cadillac Ranch scrapbook (spiral jetty),Ant Farm,1974,Color Polaroid,4 1/4 x 3 1/2 in.
2005.14.274.2,Cadillac Ranch scrapbook (invisible suit),Ant Farm,1974,Color Polaroid,4 1/4 x 3 1/2 in.
2005.14.274.3,Cadillac Ranch scrapbook (Cadillac),Ant Farm,1974,Color Polaroid,4 1/4 x 3 1/2 in.
2005.14.274.4,Cadillac Ranch scrapbook (Cadillac),Ant Farm,1974,Color Polaroid,4 1/4 x 3 1/2 in.
2005.14.274.5,Cadillac Ranch scrapbook (Cadillacs),Ant Farm,1974,Color Polaroid,4 1/4 x 3 1/2 in.
2005.14.274.6,Cadillac Ranch scrapbook (opening),Ant Farm,1974,Color Polaroid,4 1/4 x 3 1/2 in.
2005.14.274.7,Cadillac Ranch scrapbook (Chip and Doug),Ant Farm,1974,Color photograph,3 1/2 x 5 in.
2005.14.274.8,Cadillac Ranch scrapbook (Doug and smoker),Ant Farm,1974,black-and-white photograph,3 1/2 x 5 in.
2005.14.274.9,Cadillac Ranch scrapbook (Chip and Doug),Ant Farm,1974,Color photograph,3 1/2 x 4 7/8 in.
2005.14.274.10,Cadillac Ranch scrapbook (installation view),Ant Farm,1974,Color photograph,3 1/2 x 4 7/8 in.
2005.14.274.11,"Cadillac Ranch scrapbook (Chip, Doug, Lone Ranger, and drunk)",Ant Farm,1974,Color photograph,3 1/2 x 4 7/8 in.
2005.14.274.12,Cadillac Ranch scrapbook (license receipt),Ant Farm,1975,typewritten text on receipt,2 7/8 x 12 in.
2005.14.274.13,Cadillac Ranch scrapbook (Domus article),Ant Farm,1975,Offset lithography on paper,11 x 2 1/2 in.
2005.14.274.14,"Cadillac Ranch scrapbook (Doug, Stanley, and Chip at site)",Ant Farm,1975,Color photograph,8 x 10 in.
2005.14.274.15,Cadillac Ranch scrapbook (Chrysler advertisement),Ant Farm,1990s,Offset lithography on glossy paper,14 1/4 x 37 in.
2005.14.275,Cadillac Ranch royalties,Ant Farm,1990s,21 receipts,11 x 8 1/2 in.
2005.14.276.1,Cadillac Ranch (Cadillac),Ant Farm,1974,Polaroid,4 1/4 x 3 1/2 in.
2005.14.276.2,Cadillac Ranch (Cadillac),Ant Farm,1974,Polaroid,4 1/4 x 3 1/2 in.
2005.14.276.3,Cadillac Ranch (letter  from Hudson to Chip),Ant Farm,1984,Ink and marker on lined paper,11 x 8 1/2 in.
2005.14.276.4,Cadillac Ranch (letter  from Mellia? to Chip),Ant Farm,1984,"Ink on stationery, with envelope",11 x 8 1/2 in.
2005.14.276.5,Cadillac Ranch (letter from Doug to Chip),Ant Farm,1984,"Holographic letter: ink, marker, and rubber stamp on stationery",11 x 8 1/2 in.
2005.14.276.6,Cadillac Ranch (letter from Doug to Chip),Ant Farm,1984,"Typewritten text, inkm marker and sticker on stationery, 2 pages, stapled",13 x 8 1/2 in.
2005.14.276.7,Cadillac Ranch (letter from Chip to Stanley),Ant Farm,n.d.,Photocopy,11 x 8 1/2 in.
2005.14.276.8,Cadillac Ranch (letter from Chip to Stanley),Ant Farm,n.d.,Photocopy,11 x 8 1/2 in.
2005.14.276.9,Cadillac Ranch (letter to Doug),Ant Farm,n.d.,Photocopy,11 x 8 1/2 in.
2005.14.276.10,Cadillac Ranch (Cadillac Rancher),Ant Farm,1984,Newspaper clipping,8 3/4 x 13 5/8 in.
2005.14.276.11,Cadillac Ranch (In a Tiff over Tail Fins),Ant Farm,1984,America magazine clipping (Sept. 1984),10 7/8 x 8 1/2 in.
2005.14.277.1,Cadillac Ranch 20th Anniversary (birthday cake design),Ant Farm,1994,facsimile transmission,11 x 8 1/2 in.
2005.14.277.2,Cadillac Ranch 20th Anniversary (birthday cake design),Ant Farm,1994,facsimile transmission,11 x 8 1/2 in.
2005.14.277.3,"Cadillac Ranch 20th Anniversary (Knowns, unknowns celebrate Cadillac style)",Ant Farm,1994,Amarillo Daily News clipping,10 3/4 x 13 7/8 in.
2005.14.277.4,Cadillac Ranch 20th Anniversary (invitation and postcard),Ant Farm,1994,"Postcard, and offset lithograph on paper, with envelope",11 x 8 1/2 in.
2005.14.277.5,Cadillac Ranch 20th Anniversary (invitation sample),Ant Farm,1994,Post-it and sticker on offset lithograph,11 x 8 1/2 in.
2005.14.277.6,Cadillac Ranch 20th Anniversary (invitation),Ant Farm,1994,Sticker on offset lithograph,11 x 8 1/2 in.
2005.14.277.7,Cadillac Ranch 20th Anniversary (invitation),Ant Farm,1994,Mock-up of invitation: computer printout pasted on paper,11 x 8 1/2 in.
2005.14.278.1,"Aerosol Arsenal, Time Capsule scrapbook (title page)",Ant Farm,1975-2000,Rubber stamp on Xerox,11 x 8 1/2 in.
2005.14.278.2,"Aerosol Arsenal, Time Capsule scrapbook page",Ant Farm,1975-2000,Typewritten text on stationery,11 x 8 1/2 in.
2005.14.278.3,"Aerosol Arsenal, Time Capsule scrapbook (table of contents)",Ant Farm,1975-2000,"Typewritten text, with color photograph, and magazine clipping on photocopoy",11 x 8 1/2 in.
2005.14.278.4,"Aerosol Arsenal, Time Capsule scrapbook page",Ant Farm,1975-2000,Color photograph on photocopy,11 x 8 1/2 in.
2005.14.278.5,"Aerosol Arsenal, Time Capsule scrapbook page",Ant Farm,1975-2000,Color photograph on photocopy,11 x 8 1/2 in.
2005.14.278.6,"Aerosol Arsenal, Time Capsule scrapbook page",Ant Farm,1975-2000,Color photograph on photocopy,11 x 8 1/2 in.
2005.14.278.7,"Aerosol Arsenal, Time Capsule scrapbook (Aerosol cans could endanger all human life, scientists say)",Ant Farm,1975-2000,Photocopy of newspaper article,11 x 8 1/2 in.
2005.14.278.8,"Aerosol Arsenal, Time Capsule scrapbook (Sure deodorant advertisement)",Ant Farm,1975-2000,magazine clipping,11 x 8 1/2 in.
2005.14.278.9,"Aerosol Arsenal, Time Capsule scrapbook (Mr. Muscle oven cleaner advertisement)",Ant Farm,1975-2000,Photocopy of magazine clipping,11 x 8 1/2 in.
2005.14.278.10,"Aerosol Arsenal, Time Capsule scrapbook (Pssssst! You can go from yukky to yummy in no time)",Ant Farm,1975-2000,Color photograph on photocopy of magazine clipping,11 x 8 1/2 in.
2005.14.278.11,"Aerosol Arsenal, Time Capsule scrapbook (Aerosol Ban Supported)",Ant Farm,1975-2000,Photocopy of newspaper clipping,11 x 8 1/2 in.
2005.14.278.12,"Aerosol Arsenal, Time Capsule scrapbook (Scare Over Chemical Threat to Ozone Layer Building Up)",Ant Farm,1975-2000,Photocopy of newspaper clipping,11 x 8 1/2 in.
2005.14.278.13,"Aerosol Arsenal, Time Capsule scrapbook (Aerosol 'time-bomb' in ozone belt)",Ant Farm,1975-2000,Photocopy of newspaper clipping,11 x 8 1/2 in.
